AcquisitionMatrix	EchoNumbers	EchoTime	FlipAngle	ImagingFrequency	InPlanePhaseEncodingDirection	InversionTime	MagneticFieldStrength	NumberOfEchoes	PixelBandwidth	PixelSpacing	PulseSequenceName	RepetitionTime	SOPInstanceUID	ScanningSequence	SequenceVariant	SliceThickness	TriggerTime
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.182992168970875403426084663264	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.187644143657363084767832919429	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.196444499645002507843340141681	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.197113781906415567244254197310	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.204984534584945312106645199926	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.205223803441941716016279760011	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.205406288221828352407522629444	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.206822923418962811956804270239	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.210301000797429228654382733126	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.212882482461040676846722837757	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.214302551363861990484587221035	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.227902550673684200075404503305	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.238281931997463162760244970571	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.242290970007481646827061727628	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.254335722426304198802530334191	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.260503967742549356518798017113	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.263025162000543033336319038785	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.264286766703461116090193788284	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.266580971510910407645130687297	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.266915211336235557550816803682	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.267235945082595332596509783943	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.274605998220563134721797383123	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.274798450625384432352064476207	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.275017273785357000289324596208	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.275973401921922688508021694048	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.282038880062009068699019929156	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.284910822497644825464166097875	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.286373709569513900570260809077	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.290595603939000700489484298381	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.293089222722756795735914549123	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.297557820886395614617862091832	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.305675458161927838727276339141	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.314638713016340295467600711327	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.325404859326243637881996371012	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.337786126700693781144749737726	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.338008301286272623859234459400	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.339088096519827394681323099661	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.355336680248119486267810617268	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.443930090329331201106975530334	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.463760164978189423076377844041	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.505147069301889107806059322814	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.506558813783877999453588525388	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.550065155543792006100089086967	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.550829335168875818355353549971	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.611636205908991498642508834867	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.622734511881254257752879211693	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.631646763226414353324622531258	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.678144756970226233379712963867	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.802820176158687077856441375090	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.806949234083117158615375639929	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.823251023894050264087074473149	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.887368502636242969947431583045	IR	NONE	2.5	
0/320/224/0	1	125.4	90	127.732303	ROW	2250	3		122.07	0.4688/0.4688		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.998787569143843582930070355413	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.106070962593655237434924613127	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.109476889654248854695121339215	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.111031247072692672807915582676	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.126220166105750973337698385625	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.127849589573530465494885135697	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.151176173888517302273841921525	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.160864697085147984372445726733	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.169486449173595826780151426051	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.177851856186081448073896004512	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.184156453122669658216960314739	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.206359237989429744764494316041	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.208167050170820339855977024146	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.209853639048553246495736090604	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.215765433713988310381556076248	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.223411815493608042087110606556	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.236501763472445922438459807744	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.239463313380053445930571375065	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.244255413070545182102982732733	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.250643330345219121666478426424	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.253395774454679967982263949731	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.256592368127681961794407237253	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.259232629915672131036319462027	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.259917385252158150594438249430	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.260919593455153724498792056315	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.262722889621363369287302634118	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.265183120303497821373271024002	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.267615593505311593196173097718	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.268498371277106285370323463778	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.269012149093306227116992502089	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.273461099997097269620952398662	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.274849509589060222072320147189	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.275384918576338199173892407841	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.279781449495983461411150284562	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.280760554811960977677066314835	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.283122966305678342116903919621	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.284388156864052041345216263589	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.287004160385713438352693572257	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.289088162171290624375179918079	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.294100582012100581871263145195	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.311143529232456638554622148654	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.314109786299691671298240336890	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.314886935167973866532697167933	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.315707808511796063428961376896	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.319754099087266853752097757698	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.321058255059633477320392400714	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.322603009967614690260758261296	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.325431824237686805699853390736	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.328197231446335473457782002836	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.331818454099236911401497365131	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.334541165031021735988080454174	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.335910750502049616251641809642	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.336300842524483909115698422290	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.379325772086696816795801209971	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.382314220463902100365353756494	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.399936247190376298326294989776	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.400789499294738900921259380294	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.494468817410551562151577957228	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.547125225621772801153897105457	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.607477494059583888522407934425	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.608826285581391478148893355697	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.683168468365037218044259342632	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.805988816864038502614939195116	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.811056484833320212679440731722	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.829767114007600965548522734471	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.834609491360851827044213584394	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.862622967606961452444586840412	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.867548842213735407112965524690	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.874889142961923779192336786366	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.910404320873316272247391193931	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.917236913771588177187538524566	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.928270532473101384479314909267	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732249	ROW	1238	3		244.141	0.4688/0.4688		3181.81	1.3.6.1.4.1.14519.5.2.1.4591.4001.952595780837165879144647359053	IR	NONE	2.5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.132044423106037348838533656290	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.134745622136447115972018505848	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.163997443788748860649393592205	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.170717676109381004113992843184	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.174959866622782660574089216484	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.189656512249549511189079999393	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.201717064063672126334439955672	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.213745918787877893787678099302	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.213797605227087805961050628626	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.214400340346991740250539317254	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.227804957250962160109421229101	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.234231279838819257914112592711	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.251902135446799371670514449418	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.253906236711849832078715609108	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.260709165664458976851809973461	IR	NONE	5	
0/320/224/0	1	6.356	90	127.732288	ROW	1238	3		244.141	0.4688/0.4688		3000.01	1.3.6.1.4.1.14519.5.2.1.4591.4001.270393894035926606841469395883	IR	NONE	5	
