AcquisitionMatrix	EchoNumbers	EchoTime	FlipAngle	ImagingFrequency	InPlanePhaseEncodingDirection	InversionTime	MagneticFieldStrength	NumberOfEchoes	PixelBandwidth	PixelSpacing	PulseSequenceName	RepetitionTime	SOPInstanceUID	ScanningSequence	SequenceVariant	SliceThickness	TriggerTime
0/320/224/0	1	6.584	90	127.732412	ROW	1238	3		244.141	0.46875/0.46875		3379.57	1.3.6.1.4.1.14519.5.2.1.4591.4001.950307448315024155502063816998	IR	NONE	5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.107887885834752344259895915010	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.116994069780774661133651796564	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.117266997933356525280362774675	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.119909926983130929916938893139	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.121405527762927523493513926017	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.121504570203732194157970814023	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.130848546724903701894503500314	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.132867485086290975959400868101	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.138905121619590523215483203148	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.146617091069444874854500074905	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.147022866583217530520225716711	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.149954279205747024929925131696	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.154442088991231348951758809221	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.159701816972206250437735880562	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.160710008415748426670997237480	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.180837548659473772801370677694	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.185936954415429047883401759576	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.194390055900930935164662098214	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.199616151724377614390688289850	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.203003389958016169249645630184	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.214230790824179068007639657570	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.216148417727759303776202116800	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.217933940848198192887356558540	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.218724301389226078480509046133	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.219883861820405358212364939672	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.227715050542779510503001070618	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.242732712812273695974507708921	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.250267500329387121580386987188	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.254373069705910155321784013348	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.257672930144677347116422984490	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.258333058456835915927211671249	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.259672648008581685844324679129	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.261469640847076009009642988198	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.263907249445427791369040198987	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.267430425629665321740686479255	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.269815260846744794438683061299	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.271141454314084842369468320301	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.273924072447165543266410017697	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.290415596184895464560375919984	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.292349676340650885244551138453	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.296338598103967949794096719873	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.296470901104497879964279626893	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.300213793616511166191935523003	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.300564209704625259618965883206	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.310218995486076578113411437704	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.311787929446592801538468678810	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.316296741336967922767670272585	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.324734777708949525005265277475	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.328691606059234793559555344607	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.328982587408663894264363392385	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.338600148518254970204962445802	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.362570079881391705595088534535	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.379071412556421023229231834011	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.397496193391073838596059701328	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.432375789322837057337124887777	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.468028682467692424150659604808	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.478891673016528134991005037795	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.486688192867614198796001297781	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.525629201877372513101664786587	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.551581715927201450719636093814	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.618148346548478106721375863479	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.725883283699673506749034494249	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.725895794921618665254293728939	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.775265355915231026986817404150	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.784233659314967115790873931222	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.798464574497548852924308260675	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.843205620392352172208170669911	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.853963866098218737160313345514	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.854609942743435353948691299486	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.862974413412999200904348400620	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.934749349994888697860422123603	IR	NONE	2.5	
0/320/224/0	1	124.9	90	127.732405	ROW	2250	3		122.07	0.46875/0.46875		10002	1.3.6.1.4.1.14519.5.2.1.4591.4001.973257408830291350811329313554	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.100059776363793091492253636490	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.106244558563156987139638453175	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.109922018550439433105958776401	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.114451642157024464103152307150	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.117170801676672370973118251480	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.119937449532606068860654441328	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.120946542325549424514901699084	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.124351782793779146749266396209	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.128339803060814933678432219678	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.128526426539610165099129069150	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.134346052845695131503893223765	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.135818321085714446882768120730	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.137078816888783742737611082850	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.139608203034525069498521091684	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.143557194508253381429911405323	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.144493526859640490635715443853	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.151947245665316902326446725109	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.163795102171127677950543308842	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.164569310995062912019520909227	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.165785426737404828107265613870	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.168909114310044436250321974357	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.173007937588822009912991656371	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.175686151489514908558668579480	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.181439238370251535330432951706	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.184518802450894004169444019100	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.199825468862002790618918592501	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.203459535594003669607540103979	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.207880183593628347029225516965	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.214866647321150258609333397109	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.215472388926592377137911425008	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.216069761807017078520402626175	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.219871776962183312681293228628	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.220690447393714443104205929148	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.224038890444228583298349819132	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.229046319169326281149803571343	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.235585943662905645065298123000	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.236535344264898105629915681476	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.237290189192271044750009997210	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.257188022823341291268769377727	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.285727248324168413971240090774	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.286842594868735766069829882121	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.294047319036259955672949706791	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.297482129435238418842200027685	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.298658670557958023189621631594	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.300352638290389669602994745037	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.302159469561259407279994594994	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.315452277818291525060509637666	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.325254600552287804946834487408	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.331122684855332611022584849657	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.335450865531483554442406666936	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.335478150346857373378474696092	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.336032433678789378122396184596	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.421011482354683149121816500915	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.427010948372792771299844651188	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.508708655583143706477231258369	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.537554758201599785195872185511	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.580675116536195881810044298626	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.590595233592347128278180470984	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.614324221214707944630072882097	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.647948309564223901421478855224	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.660994813809001576216255455391	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.728527438496488144072641134662	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.759195756685465985949073783591	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.797093024657007746535119890931	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.827322780312028370264337868573	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.832492631826358199195912906779	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.861480074926113211605457221429	IR	NONE	2.5	
0/320/224/0	1	6.568	90	127.732428	ROW	1238	3		244.141	0.46875/0.46875		3285.62	1.3.6.1.4.1.14519.5.2.1.4591.4001.957368013003074753406839040730	IR	NONE	2.5	
