Columns	ConvolutionKernel	FrameOfReferenceUID	ImageOrientationPatient	ImagePositionPatient	PixelSpacing	ReconstructionMethod	Rows	SOPInstanceUID	SliceThickness
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-155.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.110208106355407789381369066507	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-479.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.110290713953839286614633828028	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-158.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.111436500345511490823786971759	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-84.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.111661850869976590861081826508	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-624.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.114729836088786049229420664420	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-236.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.117842284232706065653332876550	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-520.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.120852266750666958957314610314	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-169.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.123447866713405011440054312256	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-128.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.124147692403806422973150362246	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-668.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.126270249989315400756589490840	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-331.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.126852368830459502520944092159	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-283.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.127856815630376892978849675690	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-486.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.128685884974522027223854825493	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-496.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.130253833840328256568695668134	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-138.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.131230585287296185285341278222	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-452.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.131653303037518474500152419973	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-628.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.133258566980163445387950932488	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-351.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.134530359572958602322570196982	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-233.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.136362329036788863830442130420	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-702.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.136510610444088874245464152658	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-219.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.137806463853546967717388978913	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-715.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.139890927789240865227614186269	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-601.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.139898201251798212148885078152	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-229.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.140188188044488398820374579063	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-239.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.141042220426083588748661856519	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-108.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.143130579845966184346379902252	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-590.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.144380372441031139286382464983	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-550.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.148687724250795790459672456786	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-263.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.149189286935262007831054998222	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-341.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.150227755370013961541843143140	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-354.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.153678748747374437813678175176	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-523.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.154366905868811433611160769647	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-361.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.155244482984300957498280240242	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-131.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.157814835750224265010414157736	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-253.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.160672006424680708777263117619	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-516.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.160759979086731533113215589629	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-135.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.163843187836720769349219480088	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-287.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.167043257692676207292191075594	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-358.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.167104289240693782851107095122	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-381.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171578618147267054593551136659	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-118.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.173077163426101672775947784476	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-395.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.176523448624862762508196673384	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-557.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.176701420033323157872069118408	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-347.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.177962740065923115292805626190	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-142.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.178797281881738751051124136845	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-543.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.184850184122128532430600389640	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-563.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.186735521193817481109830617980	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-145.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.186768344573286063126647207123	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-266.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.188426285098100606449857584776	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-661.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.188764934597384953291310130280	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-270.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.190663597161935914176886735199	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-671.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.190710566472308366119785706272	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-408.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.193949211513001303207028888812	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-398.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.198132431095485237342448189989	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-506.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.200143402111210317947525663338	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-658.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.200882612382054855047911471940	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-682.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.203174116836577623846270222613	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-317.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.205080799903404570860493620881	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-607.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.208577421478968580384085998452	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-165.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.209582573231682849868260580502	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-469.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.210564709415836717436201197756	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-368.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.211318136906921031324880875616	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-439.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.211713752635653700118138352067	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-290.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.212683023823298216934372520710	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-530.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.213518330465028659348484127067	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-567.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.213942411961696730580253789941	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-553.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.218926594053402101269144177851	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-695.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.220455677400115768054663784360	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-560.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.220700334419970286853359121352	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-587.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.224317630347848634139381644768	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-148.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.224692209785758953682214055646	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-678.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.225446216411373377255980402219	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-422.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.225617853984385221061716414781	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-293.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.225823327431034731494007453860	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-344.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.226030250163723394992955944934	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-631.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.228443075855970258561101288733	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-459.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.231061674213992990383129195549	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-692.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.233449223109246309133481840448	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-223.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.233486680235887361698677541866	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-651.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.235764127436182570381114235097	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-445.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.236913460100064132812003322625	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-482.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.237697420568582280058993246663	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-570.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.238021659911987237528867078678	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-327.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.238505513524618168481134547226	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-256.803	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.238955695009697382867812660255	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-709.053	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.242048735825493022711803998968	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-685.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.242803334574764330661708826356	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-300.678	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.246459591228914425015851617490	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-722.553	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.252457064272450314135059566200	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-513.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.253478898452619240355130647043	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-536.928	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.256100518410737258155838926658	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-199.428	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.256583790808417391019810475818	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-719.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.256969290670720542744207752319	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-584.178	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.257240081860945498844606948168	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.139990383851321616824665280691	1/0/0/0/1/0	-225.75567/-430.05512/-297.303	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.258350075515310841683036067298	3.3750001
