Columns	ConvolutionKernel	FrameOfReferenceUID	ImageOrientationPatient	ImagePositionPatient	PixelSpacing	ReconstructionMethod	Rows	SOPInstanceUID	SliceThickness
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-280.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.147036575130290658454701717880	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-496.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.147419789227298779841592084114	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-604.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.147985040263275722184352375345	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-790.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.148492441710586325750461687609	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1063.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.151160619994971691813682706131	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-972.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.152105421185717620256723105876	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-992.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.153226412416767295804810383167	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-969.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.154437364205897009785973583168	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-810.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.155283341559749561792905927953	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-820.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.155679596540436058708905163147	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-446.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.159134765977814315665179178421	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-408.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.165180131619879736391001927129	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-473.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.166820802150163113667729359383	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-864.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.167342723412541375970350794357	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-402.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.170255829415897388056249891700	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-381.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.170469014123744729591402103049	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-753.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171247667815246459015784935507	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-726.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.171903741549735190246005268984	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-425.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.174363938083017705305136179903	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1114.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.175370800327341963093519813372	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-500.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.175438572699560758173700307010	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-719.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.176368086593881408140000196906	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-466.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.178694459057519003263784331618	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-533.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.180619937816538302641653367555	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-837.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.180847265518219296058725019492	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1218.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.183793526883123373150948368150	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-361.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.184315857179988443448584611120	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1070.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.184748008956376669597216466342	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-793.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.185900487879788930686487357607	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1002.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.187043119841779442841956647213	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-429.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.187910775398929710383825721459	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-840.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.188388111846025352694370535893	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1202.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.189257575074472603427308159954	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-847.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.190978057238296948971692203387	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1100.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.191993372281144338592123378813	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1178.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.193581012962827801510904337183	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-857.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.194039505168572921433622508463	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1235.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.194276338302476471702796345018	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1191.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.195657147682076042895809419750	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1256.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.196138388346243847613779441919	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-506.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.197855207404694894965921416175	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-945.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.199723907071500362613178341532	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-827.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.199762744701876701281125173419	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1009.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.199823532623013817588027719763	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-608.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.203812398014672013185073091746	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-395.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.204133554227727231898181421587	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1124.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.204549622163313911638701293016	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-267.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.205579752928214155010813843394	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1154.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.205782021494945964355275190304	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-516.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.206621884061570981745000871849	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1249.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.207178870423915363731989692251	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-442.709	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.207326352715404940358332119406	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-732.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.207937321160425623000738431004	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-996.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.208102087828604731219442193527	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1083.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.209792261414382303928343928622	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-942.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.211078133331224647442245845632	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-854.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.211891288850822267060998275081	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-797.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.212828602491520043099278091831	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-530.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.214093377818003527206572421012	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-263.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.215180339981569726458360749858	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1033.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.216335670856911877899528513213	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1141.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.216769654389442904969233053520	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1056.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.217573974501142493495791393990	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-378.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.218322697413664071872696893220	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1073.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.219328615061944410240833289193	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-830.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.219752991048534304504054670823	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1067.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.219977327352416408565459700464	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-476.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.220098439511255798960091517956	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-908.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.220751183211515247679885768926	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-965.834	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.221784495212110180451913187136	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-489.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.222284518332437299480288976339	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-834.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.225545071271798006324974316325	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1242.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.227723169531643726818780678655	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-554.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.229759123815023344380206294131	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-385.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.229925393120133200689874803561	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-348.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.231440419563635857465943164408	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-331.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.231493527799883344235940347552	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-527.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.231826367760740239099065329989	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-682.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.232546207727973462343621705522	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-300.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.234205030880763490365669981375	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-948.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.235076943491849337872793022368	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-756.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.235698502751383507283360079717	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-405.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.236471930577673105784971168829	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-351.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.237331699702711402979007967040	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-655.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.237399017627621286408478961292	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-800.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.238178111408204920920654917421	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1222.334	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.238624896260926739193716410966	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-459.584	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.239134155300973114149939473442	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-807.209	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.239550558211127563553712522275	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-435.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.239631171919299949761486090143	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-743.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.239804371341519163795897650236	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-287.459	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.240055188139425878934329256086	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-392.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.240289832476528798894632378166	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-1094.084	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.240756895064071061134807836431	3.3750001
128	XYZG=7.00	1.3.6.1.4.1.14519.5.2.1.2744.7002.148581826664809938988000313184	1/0/0/0/1/0	-226.13246/-425.88375/-624.959	3.5378182/3.5378182	OSEM 2i8s	128	1.3.6.1.4.1.14519.5.2.1.2744.7002.241362122736175307841128873590	3.3750001
